"HMDB.ID","Compound.Name","CSM5FZ3N","CSM5FZ3T","CSM5FZ48","CSM5FZ4A","CSM5FZ4O","CSM5MCTZ","CSM5MCU4","CSM5MCVH","CSM5MCWK","CSM5MCXB","CSM5MCXF","CSM5MCYU","CSM67U9T","CSM67U9V","CSM67U9X","CSM67UH7","CSM79HG4","CSM79HJE","CSM79HJG","CSM79HJI","CSM79HQL","CSM79HQN","CSM79HQR","CSM7KOQ7","ESM5MEB9","ESM5MEDZ","ESM5MEEG","HSM5FZBJ","HSM5MD3L","HSM5MD4S","HSM5MD5Z","HSM5MD7Z","HSM5MD82","HSM5MD86","HSM5MD87","HSM5MD8A","HSM5MD8H","HSM67VDR","HSM67VDX","HSM6XRQB","HSM6XRQC","HSM6XRQE","HSM7J4JT","HSM7J4JV","HSM7J4JW","HSM7J4LP","HSMA33NW","HSMA33NY","MSM5LLDI","MSM5LLEH","MSM5LLFG","MSM5LLIC","MSM5LLIS","MSM6J2H9","MSM6J2JF","MSM6J2JH","MSM6J2NA","MSM6J2PO","MSM6J2Q1","MSM79H8D","MSM79H94","MSM79HD6","MSM9VZFJ","MSM9VZM4","MSM9VZMM","PSM6XBQM","PSM6XBRK","PSM6XBSE","PSM7J188","PSMA265X"
"HMDB04705","12.13-diHOME",942546,470132,1069292,1265301,524759,5745981,856432,8915552,1714916,200818,6508451,694805,1352516,697774,2659745,886144,4300596,471848,1546925,3769522,1565998,1084932,5221261,705432,1712791,5759125,2289541,4355470,1340638,1876005,1274585,1577140,1063114,1450805,790901,473635,623579,2770186,3559837,1350963,3048777,221979,1074560,1888627,1480631,1131089,1989470,3361853,404476,2125668,1971720,2322948,7904568,745046,4944628,975473,1562773,1897492,2599591,567393,3480357,3119960,946500,1237421,2481188,6295050,2384194,4071076,638602,1563896
"HMDB04704","9.10-diHOME",1418451,416924,1256069,1368667,541578,1260673,994782,9004716,1185159,45804,3081036,981806,1675589,1463883,974412,627537,3419118,581102,1748131,3205090,1588610,1669634,4244221,764215,1409935,3515867,3646246,1512589,1440124,2549569,731634,1066675,1585741,872501,807011,946753,860876,2056011,3417221,1226020,3628155,163493,1082809,1828069,3293516,866934,2557588,2479784,496789,1613974,4323277,2388903,4721028,999101,2955064,648506,1133721,1366931,2278663,771078,1921336,1456450,825209,1594504,1503852,4113128,1436963,2909581,1093483,964505
"HMDB00535","caproate",2194,28,773,542,13205,424,2953,15,235913,199480,853,1152,578,50655,1032,2656,28497,340,2962,NA,90521,NA,327,46,790,161,235,9636,2880,151,1031,1384,778,120,73,42976,1610,498,30720,NA,17,4936,8109,3717,2553,76,2177,2625,1627,61,1892,51832,19937,55,4178,54665,33088,9217,39467,95211,1815,11008,2396,2813,2145,1315,897,41,667,1003
"HMDB00666","heptanoate",NA,NA,NA,NA,5664,NA,NA,NA,124095,10577,26,NA,55,29319,NA,174,1365,NA,213,NA,55569,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,59,NA,207,NA,2134,NA,NA,582,NA,NA,2867,NA,NA,NA,NA,102,NA,NA,NA,NA,12009,2783,32,64,25715,17640,407,2858,49168,NA,28,NA,NA,NA,65,NA,197,38,NA
"HMDB00764","hydrocinnamate",38180,11781,62098,3235743,1189143,3653962,15982,7274,4015395,210870,26980,34955,819507,372749,21054,711371,12922,82727,926256,26009,673341,88897,256308,375854,534941,58551,303398,40871,583156,13719,23190,50460,30430,2410,49571,17096,207292,102285,36470,7985130,12612,444487,166095,414167,170335,2848,227341,855986,1811583,1622,28041,925552,1219670,15973,470743,1588639,814325,938219,2906280,619964,200785,15343,1565763,208250,1026008,856105,264597,26166,483450,41530
"HMDB00703","mandelate",5893,6345,5653,10058,8408,17373,6027,9305,12308,7952,10259,3787,10293,6005,6080,6635,9524,15217,13055,4181,9809,12754,33884,6818,3439,76155,25392,2693,5118,16312,4035,16854,4252,19940,11914,4515,4244,9111,5451,5565,1871,9196,14034,5563,6944,5064,14355,118512,8669,2644,8812,34029,10030,14727,3966,5161,4633,17618,16732,4686,8001,11685,5488,5524,13071,17232,5956,8741,3353,7511
"HMDB00711","2-hydroxyoctanoate",NA,NA,NA,NA,NA,782977,420774,946836,1910144,681264,399206,137306,264680,584928,660592,NA,NA,620848,NA,721547,2191935,809079,1449868,NA,385429,963678,906092,1206893,224309,175206,NA,NA,156862,739422,425295,283307,145468,199182,342499,NA,576971,663802,174106,NA,NA,NA,NA,219730,NA,NA,203774,394610,696004,449198,95833,835311,343722,515687,1370291,553808,NA,660999,NA,NA,608081,NA,340925,NA,NA,199401
"HMDB01954","3-hydroxyoctanoate",4174,5257,3628,5165,2902,11456,9123,4135,11524,11379,6591,1498,2535,2909,7392,3014,9529,5883,8668,3772,5018,5238,6529,5122,7723,12477,8820,4653,2111,2556,9884,7498,1569,17899,1633,3809,2568,9182,7790,3231,6645,4386,7648,5531,3593,7775,5961,7084,10387,3121,2816,4424,8053,4801,2349,2274,2107,6314,9422,8637,4754,15170,2616,3397,6072,16656,2945,6648,2695,2506
"HMDB00511","caprate",211440,29713,9523,25482,264302,25448,386216,6992,23010,39988,43779,975644,13368,618985,16782,29155,216837,29424,22122,7456,80034,24282,22550,93550,10240,15989,116517,152127,6694,12359,12840,17519,6193,96822,10799,3243412,31620,7585,10274,10945,46407,107046,714298,44622,18859,109006,34786,46576,50946,19438,10473,664064,7389880,23547,155137,1023156,448047,7914,960491,12306,28158,6396345,295494,16467,65131,22965,37382,39178,26703,8810
"HMDB00197","indoleacetate",15667,2833,18466,9282,17537,54609,6487,52717,100987,20497,10356,4302,7724,10629,5292,7117,7691,24869,28256,7827,10753,49873,9138,13049,43135,3302,13171,1875,30188,12728,7171,8911,17583,4640,17123,14340,19165,62956,10397,3662,19762,13469,3767,33702,12379,327,69025,25720,1377,1881,33203,37211,66537,16289,15187,30919,16002,10993,3780,15317,5499,10062,13297,41199,13519,21249,29330,9034,1127,23206
"HMDB02203","3-hydroxydecanoate",376297,NA,297950,484960,228230,1217135,565493,425623,544475,971641,263354,220721,345837,250692,935471,339877,1301497,752207,550739,404911,319149,938583,892616,568307,392900,586329,1484637,996233,98911,250673,528522,523436,132588,2868437,345832,364734,167382,327321,437364,1189174,742167,883612,1618234,342289,196726,418195,472922,641390,NA,431911,172987,619674,609076,486398,917309,413298,96439,633861,1071046,391915,369762,1271023,172658,322350,620263,1735358,173434,563951,NA,228122
"HMDB00638","dodecanoate",10587665,629163,75896,292541,6868778,372125,7760861,90165,179248,192548,1207623,14326412,602183,21795727,1297191,249029,4309010,501567,367598,97297,507449,2236195,450599,3262652,203570,2596510,14010595,5995645,353381,335218,274243,396556,179681,4156334,187425,44357834,381300,229192,195720,298465,807035,273011,2810866,609466,1086832,1844044,791650,312912,297453,641279,281327,14848107,62747054,906129,1448494,36950069,29144057,79814,22960439,163878,120009,69986814,10586941,1479267,358663,294819,795038,1886417,907905,139528
"HMDB00888","undecanedionate",184244,242964,336149,229104,376326,217065,323460,139170,482689,171306,156366,157905,249267,558027,168342,488429,369110,80844,190116,59433,829700,156951,139280,1241516,128300,34440,324458,89898,457997,54324,91411,239001,85288,127863,120851,76130,108672,294324,136335,79227,86190,135695,60985,127381,131911,65587,164401,95632,193634,10857,92135,500045,240967,163582,103454,416119,1334637,661801,399306,444848,207375,244803,215294,125720,237738,299373,182809,95492,37607,144349
"HMDB02000","myristoleate",419804,108071,41681,121146,217503,92240,292577,287080,61604,49121,16377,13991,27090,6364,57313,64034,128260,232976,37474,48120,16118,29166,66914,4013,26171,25046,1478827,26522,19158,60904,33576,52545,17916,616448,40645,69707,32856,31640,36574,46078,134854,101516,768094,82831,18634,275350,109444,401552,32355,528840,22256,28627,68469,52067,392094,18685,25698,6379,20300,100356,82874,36924,8944,36272,42470,81482,28494,68883,6522,63867
"HMDB00806","myristate",22189232,8588841,2991451,3001394,12045448,3534241,17081042,3675457,2623980,1498564,4398176,9517630,1597132,12371584,1872534,4609191,8027318,5805292,3889773,3080479,5488753,4747304,1715232,6379758,2403313,8269468,115934041,6465902,2563726,2612683,2263771,4751314,2399423,15275503,1527501,37420549,6082280,2297655,2092638,4559993,8903869,3451995,15210178,9286481,8148635,24337920,7508625,4624232,3044979,8339342,2045408,6567112,44608492,8316865,3845547,21693976,19213222,613537,21466335,3243896,1911427,31142489,7771701,4782842,3788190,2957355,2393709,5095863,12926574,1380597
"HMDB00623","dodecanedioate",5785984,3807369,6427919,6133583,15025708,291927,8228860,2006872,64722305,14288661,3193805,3988678,4311241,25368935,4896148,10144751,17444319,3228307,3837896,1695750,12691708,2355585,5174688,36734323,1551886,2681786,7275650,2168266,1592284,1878717,5352696,3728625,NA,5708208,1710432,1370567,1089833,4069407,1205548,1360773,2609612,2048822,1068725,3312634,5913227,2981915,7924790,1203809,13265858,1507754,3867348,19940937,4744599,3890912,5788371,21723532,18397771,16290519,25270936,8357846,3578980,5494395,6569734,3489686,184588,7108868,5473268,3283626,1902259,4286485
"HMDB00826","pentadecanoate",84333342,47145351,79455828,91643928,182912318,17472068,29572111,22445218,72926928,153969785,33206957,101053725,32227071,124738093,10339612,170565907,41342864,29211299,32340685,73422317,341474299,19741745,8717873,20715756,63365861,32062543,111864827,13961739,158078255,25975431,17702125,175171566,84570689,103818386,11614490,81522800,49284591,20652042,44665950,146984839,60869358,216452730,87990776,78572282,59513939,206933822,48288044,73308209,195698394,65020197,29290388,28896275,71024716,47469498,58746631,118543948,122926657,20913123,27961851,74977117,35647013,8669292,16929820,20055845,24593636,14638417,20073657,26913464,135171324,18870701
"HMDB02261","hydroxymyristate",545207,23043,4068,11513,324467,11653,4043,9742,51842,49733,5650,292424,8686,142218,15569,38419,108062,40616,10672,42824,368779,193638,4225,9941,4906,3886,62202,4052,247084,15903,7523,6727,52570,746,11684,46242,6651,4052,8540,71828,3927,183264,130206,157784,7337,11677,5472,68539,19293,11535,65891,178275,165460,5941,147575,92322,283110,31362,96357,9615,13295,8426,3789,4300,125708,4171,160807,45344,8786,60700
"HMDB03229","palmitoleate",15254152,13747420,5803145,15250288,15401871,13789105,14409466,8933702,13289923,39436454,10600593,3174798,4240282,8796511,2300882,3873602,29127120,12339579,7106753,6286601,22744090,7184288,7255954,8838766,4038427,7874178,87816428,6428585,2760923,8973753,5564874,7331956,7645286,22645249,7360531,7614810,4735118,4253426,13587669,11038697,5875762,5644832,10765383,5134412,7015904,12010521,6978782,10006148,15124313,22774335,6103508,4301545,3723173,4349693,5603997,3874837,7050169,738113,36313193,5802443,6441304,30603725,8839659,6823056,13700342,15123720,10849916,7177192,2693794,3912781
"HMDB00220","palmitate",58442386,33199514,31796740,18155397,60549571,24307401,44548680,53094462,18436850,52065416,53966651,30422353,31121347,49384872,11426437,58962818,66906899,29494544,34392221,54915818,47516198,30442964,27733617,81720505,48754564,97852430,178999208,25947289,28080597,19587305,34092780,46232433,20482529,92006394,7398687,64676970,39843083,31628651,19676979,46172593,44717766,36031245,46998279,54833731,71248480,243737254,37594006,14271136,77074643,131744171,19233505,12212464,58067679,96031939,20353388,33275734,29909164,15815202,115148325,38546101,15139468,26096807,25080258,35412423,49380357,16048909,20582979,43672852,75700216,7912106
"HMDB00872","tetradecanedioate",18387,18435,29944,31892,58226,50692,42004,23424,85647,57706,49535,27092,31047,58059,30798,88754,31705,23267,21710,19061,46474,14262,33111,23914,44275,27723,47085,24341,24441,12628,35261,32393,38546,63387,13898,28191,28129,39957,32307,19856,42492,17901,18249,33365,47625,43319,80594,14721,141819,46750,29506,106234,34419,36443,60090,16844,16251,48663,33815,67076,32406,28619,38624,29805,76095,56432,30921,50955,29694,27650
"HMDB60038","10-heptadecenoate",1570200,751224,525053,1215447,4385257,10959539,2636747,1943916,2017588,1493730,8148773,594046,605415,384391,605204,686019,5419560,2970562,1262954,453102,7290402,881289,3106224,2660939,635943,684627,4694507,413373,293549,341847,780770,1207831,519215,1957591,421043,856638,842366,739821,788098,563725,620054,802510,1573794,621846,1315081,2253587,774452,1264448,491095,7441344,609176,429963,549145,562844,1026020,996576,1055151,114971,17290412,908533,2100682,13552657,8391394,955137,4306923,3382356,329346,1358943,166624,366845
"HMDB62548","2-hydroxyhexadecanoate",27629869,614119,286964,316115,15996963,1950377,179749,1279265,6191793,5145682,425887,22556769,391319,15896760,808299,1374359,10955830,4027998,933688,3679148,10736031,20230516,467190,572107,522581,266522,1847881,2541974,13984958,502722,651709,474197,2668611,1124983,588025,2288508,383192,343795,270346,4773172,72029,22280528,15334628,9534814,573845,1225091,324611,2320068,485290,1192762,3784716,5614715,18225014,307770,7788343,6748366,10004617,2878424,20202042,515561,1641547,490134,198723,75410,5090023,240766,11887754,323557,202426,3267191
"HMDB01388","alpha-linolenate",36298699,13678957,14333440,7165428,5003209,71054912,28879321,21855009,36140099,15023380,9906622,15441486,9298151,13492983,15560001,6271661,124817834,43517511,26928610,46204617,15223798,160282566,44075901,182640327,14583085,12983463,132239587,42285075,3648737,3773713,15274982,6002752,2441024,11626042,6584704,28843177,8281981,19308852,12133683,3695998,13275495,4187352,10998143,23745078,23949767,76374524,13411810,10518286,3801847,33612846,11377497,6404890,10411444,11980533,10296631,9656912,5794335,2298860,188828909,6628919,12613765,40720009,11124924,42737872,101311895,35653550,6101732,54050277,3410855,3127486
"HMDB00673","linoleate",156940541,76270547,100448581,55240756,111685284,247896947,289937595,97497248,144560490,79526583,183737264,101633184,127884802,133464730,51979331,95968950,396924136,177063235,218424102,90277443,92672447,130290662,192802381,357676148,51714282,107738055,747091112,146154705,36158640,36027824,138440109,83583242,23983687,271996704,37380173,125303031,76025952,157029098,84029334,34785766,92654578,60208391,72485364,83088341,244726012,354740031,131371060,79710077,71345980,294230555,172051523,75519781,57178334,176593743,82677411,75437580,88006471,33178745,617636350,68836659,96224964,262478532,132679677,165677395,431145959,214774552,54660420,212946434,30434960,26525494
"HMDB00207","oleate",154643191,178336550,87418525,94219857,244955677,181960264,254373749,92957051,135865814,192908773,203754326,82900121,131104362,186688492,83078959,152136723,322801610,128598190,172760207,72521254,268169662,106288953,150561430,292110155,73835183,108242992,625512197,108077455,31446893,45366761,136898134,101529253,38434538,309942310,21575166,117806711,80682721,99804806,91230492,118559199,84219219,56476737,83697055,84384911,176408696,271738464,84361635,64777139,167889747,400231186,100785889,61429745,60105092,189076845,98305202,100118181,155859154,46610073,672135076,52242927,87189994,225383076,153797447,192339888,300977131,195103977,62571348,158343184,35848811,38762938
"HMDB00827","stearate",11234565,5815615,7679098,3212993,13623336,3357442,5785542,15783017,2903759,8527128,16097614,3636046,8685872,17665561,1880194,26749056,11030532,3636666,4940398,7019021,18147518,4612654,6496163,17789401,6103196,32635186,22894781,4754321,1465784,2787953,15445189,18792479,3706058,57925658,764954,3890572,10626963,4362602,1950783,8415879,5878340,12583008,4827215,10627934,28482715,156526268,2432566,1034447,55130619,76066921,1991032,558647,15242300,20733487,1270468,13797765,4512798,11165654,64141346,5971044,2390577,3171662,4530597,3334958,13701775,3050673,3193085,13261116,7577603,1560861
"HMDB00672","hexadecanedioate",81891,24244,44273,32475,59688,67290,557416,32395,134622,49394,63412,43729,117359,202694,49966,239830,9765,46479,111878,45587,100036,57120,321271,52942,93255,39684,76852,40846,37608,17256,59308,56059,60805,99042,40145,71791,38806,100980,43824,91191,50914,65791,31370,23455,79405,57234,87250,30778,285766,29317,41142,56009,66180,80165,88390,129999,85011,96342,68951,62591,35014,44471,130030,94054,158548,56444,47568,72133,34512,65003
"HMDB13622","10-nonadecenoate",4085112,1339571,312355,315175,1191957,702614,2334365,1086402,366666,2642326,537123,285369,743327,346763,1556048,390145,3196802,787909,566597,315851,1315735,389878,740292,1075521,220528,653894,9463445,569184,120484,370773,599101,666919,126764,3508691,194076,403878,309760,323317,641852,757983,403163,545513,699637,464519,473762,3421607,476766,701758,247223,6931962,348851,145345,237343,876968,1970268,396716,429231,81874,2360149,323501,529342,755929,860380,835014,950553,949188,336105,939867,597838,175436
"HMDB00772","nonadecanoate",179959,55917,92553,41595,96332,25052,95111,210765,21748,95298,123819,12957,99631,80419,19799,493559,98164,59012,65555,16964,154597,12198,54159,255853,46675,124639,584651,17059,7459,5559,92772,159089,12672,652368,5713,36405,79914,38000,22705,65209,26914,111563,8558,54160,190732,1615499,31631,7968,417227,757501,22315,1712,46793,120126,29502,63610,20171,120109,327491,57127,26351,16136,29169,32644,160401,21138,20523,95595,35190,8104
"HMDB61710","17-methylstearate",59778,54148,33935,24791,105483,20803,36716,105980,19151,65644,40943,9169,235148,37455,34382,79851,58574,37272,26764,13658,31687,13466,27503,66139,5505,27640,335527,5887,7136,10597,37383,46594,8350,146381,6291,19650,49573,9533,14602,72603,24538,48783,25116,29532,42247,377384,22834,11944,104381,550015,9080,1820,11845,72463,10447,25530,20227,20997,33774,32691,24112,3504,20616,33228,40837,12417,15982,25163,91948,7983
"HMDB01999","eicosapentaenoate",2146118,8750922,789118,861955,350156,1451798,1369248,57598428,909910,78389429,2202725,496218,416760,478851,133166504,156555,3310865,5019368,807323,2348430,265097,1954451,33113768,5836830,136775,714139,9373754,4027794,366939,711179,357243,676893,264791,14557013,1001995,949209,926886,755778,249212,762380,745840,3801135,1251861,1316893,751034,1996967,1052121,736020,500369,4764205,513927,253395,434812,1676635,30925860,139389,282469,93733,322891,665174,1772590,1124278,494478,559428,479173,1757637,1560170,1712248,416530,939867
"HMDB01043","arachidonate",16491800,45398177,11011964,10984512,7307917,10988762,17230796,30667140,6070740,87226115,8853995,9118626,8519373,6781623,56431560,2820794,45935450,22765145,26406630,31636053,2635098,21591009,31220850,8875476,4918571,24403510,173436680,94164199,4629659,12696392,8380722,48343783,5416099,330524750,13618227,3606969,3359497,12253985,5008945,25913615,17171667,74097115,12407549,21312079,10211820,95400422,27429888,5893525,26240783,33272988,7228245,6433492,11301948,31888589,51259165,2007554,2263568,561910,3904622,9182561,9512424,9097737,4226208,6526444,9821671,36495156,18209607,49630014,2065457,18154405
"HMDB02925","eicosatrienoate",38527462,44142500,14787068,7651065,8145075,7302880,35680703,7064660,4904374,12854176,6692102,6479003,6632892,1599364,11014896,848102,54741948,12929730,32562126,9458633,2242923,8957084,7493344,12353589,2826125,10302748,79403662,19442891,1421474,25965083,8726688,52245394,5348718,73187524,7115737,3636815,1759949,7308748,17715336,46251471,12651960,21651016,8358211,7384992,5559541,22715602,11771044,4640431,7003141,13423935,4872041,954663,3900088,9152866,16271009,1284374,1980418,273026,3856821,4145564,19375190,17931098,2259601,15806439,5813918,21680404,16240147,20180630,1629653,10543395
"HMDB05060","eicosadienoate",6095353,7170888,1679983,1005701,3586597,1273438,3550572,1340911,1789009,13612182,1726886,2789555,2368049,1268444,3859825,836728,7895008,1903047,3517859,2130900,893767,1745720,1583122,3622139,823430,2367773,58305352,4301749,832456,5204072,1559755,8317519,969435,26327081,593068,2172871,1162852,2372957,2521959,20617042,1376792,2116397,2182368,2693346,3855358,7404361,4395905,1329853,3543535,7323295,1350623,501148,1098449,3548062,2409857,863210,1420947,120767,2916616,1608082,2097284,637991,589989,2850159,1851075,3501606,3499525,4382736,640211,1612074
"HMDB02231","eicosenoate",5838435,5617014,2553817,822085,12054616,2749382,4579651,2896625,2648180,8582140,3633689,1602852,2034225,3585886,4546672,3383913,13189154,2907451,3845373,1090900,4466481,1783843,4370605,7940974,1281700,5072288,57465210,2142161,630967,1287658,1794643,3851833,998073,14934754,683346,1769658,4418951,1393992,2107174,9007225,874431,1605221,1536979,3091875,9998781,10608168,1721355,647483,6221997,22086752,826464,325101,1416119,3655928,2759723,2148172,4598065,784578,25881096,1368352,1812188,2024984,2285415,2372015,5501185,5116263,1095721,3191431,1255981,845639
"HMDB02212","arachidate",711524,336553,553869,203768,1176093,337975,478320,718009,169581,149677,1200768,169046,1412365,1279702,52018,3369028,884367,570019,636987,63478,2913085,216477,667630,1686401,677024,2336310,3301445,98147,72173,137810,865081,1090884,162486,3104112,52836,288986,933310,433078,276798,174730,159553,874653,194173,311407,1455388,6948944,212445,63653,5604496,2767083,198406,20988,639073,640104,44615,699016,242356,1573722,9293569,630822,242146,306954,349438,232346,1702917,222605,101388,1468529,1101251,64362
"HMDB00801","phytanate",3089022,1015003,128504,176736,555704,79540,585285,704243,79482,142682,257221,26314,259832,93467,488469,409284,304850,116368,199205,52621,154030,77555,77223,168004,2243,140590,3603121,3928,28526,103635,84006,98003,45506,18732,16850,92157,264064,10896,97210,85381,72477,46851,110021,243188,142933,46702,115222,92984,208262,175459,48974,67981,33374,214398,714413,171276,206245,52175,81465,47984,236831,34731,56982,406138,120109,420829,136213,25103,623722,115276
"HMDB02183","docosahexaenoate",4783173,44414084,2220427,2876132,1093802,6342771,2763772,41600804,8684906,87195296,6409896,1780101,2894955,1875560,122424509,397373,18455088,13549243,3362056,9492853,288352,8864146,54608288,12012172,1193717,4169720,27663591,26823271,717329,1934507,6090292,4605660,1406603,87084460,4532947,984520,634787,1553369,825702,5456959,2174261,15760132,2934928,4526034,1318291,20385809,6248701,1154330,3458042,16920843,2179910,728636,1182362,9886103,85175769,244823,575473,185878,911191,1546526,2979839,3057116,1193359,961420,3507754,25308611,5587198,10128972,301497,11714809
"HMDB01976","docosapentaenoate",34073152,62792208,6394460,4884284,2518348,3338600,17483700,19334358,3724294,28744516,1508251,3766107,5875080,1343317,38684129,281402,22233468,5194682,12827383,5116730,395933,3512823,7410658,27931872,765043,3656424,58393766,26399607,1081668,16607197,4713771,21927204,4505359,68003542,2848952,758171,873774,2176829,9142087,69693093,5976944,11646697,3502026,3910529,1630477,10284431,5071465,3156908,2117122,6242543,3210561,715846,1323358,3379087,64067900,286405,319727,44634,445088,1651699,18705754,3719679,557557,7096904,953142,12630124,18619145,8945860,1010564,9235005
"HMDB02226","adrenate",7163261,11504432,4019479,2602765,3517479,4285942,7967287,2677046,2370178,7896317,2757778,3300890,6059183,1463914,7162542,417779,9846703,2284503,10562817,5731227,862337,3810608,1801600,2389401,1598773,5924761,48952038,20627565,1411602,12717066,1626027,28962351,2311484,95363388,3288431,1459003,1909297,4554298,5507351,67742901,5004059,15806938,3384484,6222740,4490186,28126417,8221113,2370866,4872928,5951014,1785540,842922,3363388,4688079,5030429,721415,628492,62925,1204023,1730348,3613808,1532204,584617,5000347,1280634,8199298,8163185,19784054,1053122,6380509
"HMDB02068","13-docosenoate",1019247,1683305,393615,229888,1943167,618815,1502614,548600,1569928,6376371,247743,61844,293748,493590,3242539,2075286,898505,666451,748007,49742,1465713,155840,1413861,3473622,66432,443134,13563875,40357,92271,168098,130639,727086,129010,3281462,98998,580927,443153,82719,228235,1055433,46140,611814,101568,546882,1256856,785137,288505,91942,1770829,1174515,315502,237844,487685,186531,1640814,215189,1701531,165634,2579536,339053,518779,179027,299197,561812,530072,423274,113219,938956,379418,236942
"HMDB02364","oleanate",9824193,3111141,3839299,9246451,8058631,19668506,942836,3339554,6606654,13523478,17692163,8164447,5804622,4075656,129446,38564626,39927805,26956325,5885252,129363,10972472,899398,21166428,24981121,594182,85923,8146380,37970,1372755,2547655,26974600,508678,3399716,27137,575561,641191,1333693,9615445,14715088,1080357,121868,193335,2057532,646656,12639668,48107,1552756,1522701,2181645,5922196,5221707,5964269,75881,23982,12530276,8023491,13999535,462498,12923576,12181035,10829731,24528085,12310189,9408443,53521900,22578109,245073,10708974,1372378,1702049
"HMDB02392","masilinate",598006,435858,4881057,1449554,7055874,2746514,2192120,70536,721066,5791510,36066773,9303714,146701,1226414,239716,7261329,1115514,1614127,206867,77982,13590889,180105,2206317,1065710,83404,198688,279319,52571,133616,592822,246778,63406,118412,15190,107072,269220,291618,533383,3614356,67072,15916,254317,323498,95547,133962,8400,324160,148196,199357,1142998,1761726,3799967,110862,7247,9168430,548796,5697932,192885,9121782,291616,722726,2018855,13570301,279680,11274337,5640659,23645,891322,205188,549128
"HMDB00761","lithocholate",38112499,261748,43056623,34653787,36385061,28583129,30477064,92739,24615753,45145696,18556980,21689580,18723500,17650535,26180712,43389415,113303246,33908825,49624533,44216,38847913,21295043,15697623,29920121,19215389,25065,80890,334887,35183359,46427543,31496478,35769576,22804605,35350,13166886,37301495,23675766,24086434,39731178,26285108,148114,18399387,51409115,31111488,40962706,154781,31627549,27537137,22990002,964803,19873424,30988169,26161724,30620594,42654480,26211930,35322769,4230120,20421483,30072456,34402005,22895325,28892621,32448676,27363838,60987625,21469648,2521873,52037530,21718922
"HMDB00518","chenodeoxycholate",4106071,51864401,2459111,9171707,2787529,6053195,2294564,61270322,6009729,27317513,14450746,8506294,1028702,2775896,16157746,1972635,23256172,14312030,3543734,82712572,3978822,617512,41851347,588992,9532611,27252808,1874079,33432445,6093246,23741683,8097595,2016908,3966392,4672447,354156,2295819,3208013,15696568,2652578,4261293,33071416,1438083,2632112,14943572,19173514,1063132,15774574,10619962,1224706,36414287,2308324,6922594,17097928,500523,11893571,1909758,3454451,1667694,6243879,4031392,8433786,3759727,2607415,10797387,1286484,15070164,881063,44467485,2215916,5333737
"HMDB00626","deoxycholate",125223251,5918071,72384476,108135150,80687343,72023514,90852052,6646796,77272043,224115617,48223397,51967690,59876146,28812766,46559749,97595139,356995452,100137527,144734894,11293096,103298870,34708624,96868222,57084296,38072548,908257,2333158,31292668,83852403,118199949,90973810,127206442,92505418,894558,17705815,84622191,73596053,54377601,95659127,86322504,29764039,44809207,24774739,114886259,123835481,333700,115405372,85715689,84403985,56879704,71029957,67292000,84365294,71108514,144546905,79602916,88348898,7279655,18833873,81551748,107440178,94236409,75180186,84988721,57898446,151692024,52375143,35440637,76576667,42115958
"HMDB00733","hyodeoxycholate/ursodeoxycholate",3174385,13841954,3577177,9531132,3686507,3394160,3145803,22071476,7209408,25009663,2139318,6461278,1200816,1619412,1842601,3886721,20099583,10422173,9271898,787956,7541410,836705,20714509,1672962,1927673,769094,8060813,2867660,5447119,10794868,8192064,5408971,7190775,2123,681979,2217627,7141681,6438858,6373676,30778327,19397017,2187332,11639917,10557349,8392678,723,15601806,8763389,2170223,4462838,4139548,12433655,8531285,261979,13026359,4019523,6394314,228011,2233860,3240039,15711803,4468880,3668466,6926399,2846299,16228736,1251120,8309571,1274048,3721017
"HMDB00391","ketodeoxycholate",858905,150157475,1118340,7253275,1172695,1846420,807505,44286580,836907,22456121,4718547,3003722,473170,741673,2715976,852254,6391245,2294417,965114,46907610,1097179,234337,30983812,856330,1103085,2144528,15277557,12533072,1257249,6342673,4650990,2047540,847343,1035477,348577,402068,746167,1823723,593957,1021779,29454569,876145,799260,4030305,3097910,15993,9836890,3134043,469634,10536426,631124,889458,6925103,474183,1458861,967439,1021296,838331,791895,617481,6070215,2446226,507122,933017,629062,2231609,568705,5508926,211239,2566102
"HMDB00506","alpha-muricholate",1459387,14609349,1445040,6620396,858276,409905,2950584,24660454,2427039,17984608,1344297,1117316,970607,13374,806177,107171,10582231,3495858,3290548,15288044,265749,27838,6883069,3206546,138793,3147929,1541703,6486690,3453200,8834529,8760352,5106327,306310,896,760088,16894,66567,1332389,28482,897919,48138378,51476,942928,5341057,2786604,NA,4671852,3239866,340224,3094577,2627412,433061,1968647,1047424,3563570,388821,296514,456177,411410,930314,5042308,4704142,169329,2935035,349834,3958424,1245273,18926369,82689,3338128
"HMDB00619","cholate",15498466,126038845,6778454,16522393,4833075,15627109,2951124,111259176,6561913,107860590,21651853,10993504,1701105,1265732,33439488,3501927,84451905,17568670,5550098,198088570,3954664,1348296,101394551,5046902,27129429,73530748,11398721,86534431,12160826,32115932,10709140,6030757,5770471,21827800,2082258,2777938,2462711,20024430,5291493,8954952,115553180,5376743,2588360,31300035,55026332,5567102,27334358,18386001,2542781,142427335,6717526,4503036,38061827,3052516,20895304,3732149,6730019,2111883,8386681,4655229,7835784,8787860,2620564,14338282,1717184,13084613,2795576,98396402,2875881,10603288
