"HMDB.ID","Compound.Name","CSM5FZ3N","CSM5FZ3T","CSM5FZ48","CSM5FZ4A","CSM5FZ4O","CSM5MCTZ","CSM5MCU4","CSM5MCVH","CSM5MCWK","CSM5MCXB","CSM5MCXF","CSM5MCYU","CSM67U9T","CSM67U9V","CSM67U9X","CSM67UH7","CSM79HG4","CSM79HJE","CSM79HJG","CSM79HJI","CSM79HQL","CSM79HQN","CSM79HQR","CSM7KOQ7","ESM5MEB9","ESM5MEDZ","ESM5MEEG","HSM5FZBJ","HSM5MD3L","HSM5MD4S","HSM5MD5Z","HSM5MD7Z","HSM5MD82","HSM5MD86","HSM5MD87","HSM5MD8A","HSM5MD8H","HSM67VDR","HSM67VDX","HSM6XRQB","HSM6XRQC","HSM6XRQE","HSM7J4JT","HSM7J4JV","HSM7J4JW","HSM7J4LP","HSMA33NW","HSMA33NY","MSM5LLDI","MSM5LLEH","MSM5LLFG","MSM5LLIC","MSM5LLIS","MSM6J2H9","MSM6J2JF","MSM6J2JH","MSM6J2NA","MSM6J2PO","MSM6J2Q1","MSM79H8D","MSM79H94","MSM79HD6","MSM9VZFJ","MSM9VZM4","MSM9VZMM","PSM6XBQM","PSM6XBRK","PSM6XBSE","PSM7J188","PSMA265X"
"HMDB01976","docosapentaenoate",13241441,28303961,2352508,2023856,641856,1307604,4118965,6018945,1264881,10432244,433858,984862,1785218,368632,11952784,134939,8378528,1563940,5633170,1398240,137988,773691,2925236,8944825,674736,1182802,20094849,2894044,358192,6162181,2887113,7959633,1596962,10379919,2786180,341917,399204,1557294,2782786,22607307,1942438,4924866,732916,1782468,572124,2575914,2715880,1211520,637994,1284621,1129605,316536,813626,1157333,15059478,112058,95857,2910,39808,838586,9467696,752424,167045,2133738,607951,8170366,9065427,3477996,116242,4882782
"HMDB01227","dTMP",NA,723,7030,124,24266,45932,NA,4019,NA,NA,453,NA,67,3562,159,473,486,NA,5003,NA,3347,1852,203,2108,69,2041,4694,10,1490,NA,NA,87076,176,NA,4813,NA,NA,NA,367,NA,NA,7502,1049,NA,596,NA,42546,NA,3265706,NA,153026,NA,NA,205,404,NA,575,197,223,79,NA,274,NA,1962,NA,23,2893,6143,2287,920
"HMDB01999","eicosapentaenoate",627558,1803881,185893,287446,31430,418612,257576,21663984,156597,31417881,491029,94267,87546,64644,74430423,18200,697163,1812970,194465,546363,2314,413694,13698838,1579692,11847,185393,1828387,247889,47330,73187,103530,142301,80576,1405884,201146,13551,25157,191799,31414,101523,209343,961047,329559,435470,5520,257458,392135,134781,126027,924858,58049,66528,222131,418041,8409257,14991,5644,1686,NA,234422,603132,159490,123007,66973,98926,710420,489308,492485,13031,336996
"HMDB00365","epiandrosterone",NA,682657,50876,3317591,NA,NA,NA,374134,32652064,4577408,NA,NA,422276,21047918,NA,NA,NA,612983,14810313,NA,3082231,235578,1713627,NA,1634279,NA,NA,NA,60184,NA,NA,6949619,NA,NA,3188,NA,NA,NA,NA,NA,107512,NA,NA,NA,NA,NA,NA,NA,8059130,186971,NA,NA,NA,NA,NA,177647,NA,NA,NA,NA,NA,17243655,330119,131194,NA,NA,NA,NA,NA,NA
"HMDB00613","erythronate",222699,795020,969339,2188861,236925,3314403,241896,1031922,732633,561139,1242029,117778,577389,343509,1082913,540606,938258,338251,148402,744426,302153,1492495,847117,2129596,1025580,919774,1373562,845172,1082557,1128614,645093,375687,467925,2813297,1994482,242399,194948,266199,126177,442439,354736,517994,4524898,387670,459001,2567215,643955,372219,720295,1861449,1410006,327967,205383,528799,73765,208843,467715,2599748,266273,920667,1059432,813020,227094,159523,418904,1723801,649939,392775,191232,2250147
"HMDB10325","ethyl glucuronide",677016,201109,286734,306678,1759057,249887,759200,413151,865375,158655,427772,472426,154707,385334,408933,967268,936063,614234,41068,111362,224850,147797,358466,251133,377173,274350,966899,842529,983674,489570,376905,277641,292915,312189,533799,1024373,729830,357067,378537,900988,137415,685065,95158,361149,574949,195721,387531,299992,1499111,440627,663794,711572,462161,65222,293649,234977,874411,1267740,465235,649017,1162930,319768,1392383,325530,588805,339079,373488,83251,47684,228681
"HMDB00122","fructose/glucose/galactose",4487429,660717,2265420,1384682,966543,8307587,975209,10272367,1781135,2337367,1799708,2494248,770427,1786317,2437124,1768964,1827914,2191425,512152,21960375,678812,2321080,2181563,2618208,3918107,8554856,4536102,7769541,3969093,4025060,1674092,2605943,1852056,12966134,4008288,4025159,3191794,1667415,1317015,1918314,6183263,3476472,2862550,4216808,2452059,4370290,1993514,2789404,5086390,5233476,1180252,2399755,3813975,2720287,1272249,1648833,1081322,5935531,2152973,2702434,1363739,2320211,2077395,5238947,1427651,2384183,3335400,3229444,1266664,1642339
"HMDB00174","fucose",1174178,1374751,255805,569477,305600,688813,1203977,742975,286398,557179,610607,384179,622695,342040,517971,245058,531608,998622,320565,721369,264085,288789,712030,803631,1780639,801417,1256714,1069477,460479,764136,713553,529463,476861,2647168,242495,2747408,254201,394603,359305,2601913,633682,675572,236222,503140,559738,1144548,154864,397237,231693,685813,417340,267361,847233,327503,460932,388275,160170,440334,216486,357078,977580,707496,185457,381177,449719,579240,940290,1212396,697416,331443
"HMDB00134","fumarate/maleate",41483,131146,62618,40152,79924,139992,61428,173867,90751,51097,87910,12465,55482,53380,71591,264069,133585,84770,147585,110632,102157,37582,193823,84526,149058,69224,215377,20868,26277,49622,94348,107059,31946,512911,19334,42025,54397,54475,71110,59340,48778,76179,14645,60130,80822,161061,86393,42707,630541,94753,52614,22773,86785,106198,18639,78997,37846,73868,119465,68126,43230,73293,55908,121160,153845,160536,24713,286124,57732,39770
"HMDB05015","gabapentin",NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1258,584,NA,NA,5113,NA,NA,NA,NA,NA,NA,2714,29,NA,NA,NA,NA,NA,NA,274,NA,NA,NA,NA,1263,NA,NA,NA,NA,NA,1050,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,74,NA,NA,NA,NA,NA,69,8448,63,NA,NA,46,NA
"HMDB15371","gemfibrozil",NA,56988,NA,17023,14966,6923,14885,NA,NA,158340,6516,NA,NA,NA,21085,761,NA,NA,193117,13541,42695,7627,47856,NA,281124,NA,NA,238,868,6449,158395,164126,28037,37619,NA,96280,36613,NA,57075,NA,15225,25125,5063,118312,NA,128690,95277,32074,1666,158702,41736,36019,145432,198207,NA,50605,17907,284,NA,258050,NA,NA,NA,61515,32539,242681,16669,306786,111346,25417
"HMDB00152","gentisate",248808,545039,630704,1416922,232097,656741,475878,710030,1449587,1335020,934760,279533,284880,397010,1283232,338115,353993,5600885,982232,86914,1661470,358181,492224,391911,1643453,305070,421005,448921,324825,115693,987819,240609,109386,310022,1108891,196137,340282,1013635,382467,158029,122654,305196,1332729,296413,534901,118132,1088299,1017090,399131,76491,353690,386612,1252504,714660,147070,617635,188930,868768,1623097,1600814,592912,2040598,429816,1041982,1255118,2283638,221031,1515926,101867,640799
"HMDB03339","glutamate",5331041,2289169,8922162,5611813,2355483,8010636,4761375,45656135,11586495,2293290,2813609,5147215,1262510,6113789,2098506,13845084,4120589,2870073,4344613,24471101,3992447,4986141,13640798,4813823,11317271,783621,3838762,11949476,30937325,13669186,5199754,5086394,5071151,20851884,4436354,2788523,4663835,2341055,1502233,8658842,4780635,8738445,6972269,4306575,6929813,14775269,1402544,4327176,10461675,9612688,2486078,20135920,2318243,1114848,1273131,6722491,11002338,40964057,5650275,11812607,4778931,5853596,3974129,3723157,8362766,7285045,7907915,1256506,973676,7513888
"HMDB00139","glycerate",234680,40637,331860,247683,79452,494873,97190,424860,715058,401585,196092,165278,65749,118710,193101,820440,447105,190398,117727,378009,142592,299957,182062,234708,570483,179732,263279,400698,1058030,390544,549439,326403,172797,578638,248005,136596,231089,256189,119371,594904,125419,208753,540138,458575,406547,244029,164956,349760,383095,141816,132206,524854,304975,114870,55205,278476,303688,919907,238526,603639,549294,206151,161960,266074,335205,849373,466293,201235,20011,349898
"HMDB00138","glycocholate",25579,182884,5487,608406,78234,5790374,339741,1525578,253477,190296,54605,59199,4898,30507,699481,30978,141502,1273807,66156,106288041,3078,61332,3033591,49011,93635,5370406,20,12512326,318587,478624,92434,145845,55920,7297324,32030,14321,37217,70866,124885,76538,845914,50071,1104389,155267,4721478,20136084,83532,625779,50,417360,88421,64867,264060,9357,65039,197928,16677,9,571553,230635,134565,891505,54416,28176,205193,1897415,14884,207294,8954,136208
"HMDB00132","guanine",46743,7072,87120,25318,70107,121604,26962,76354,83620,267855,82320,189437,18242,54799,36537,1364450,140603,23116,23970,83429,32480,42774,31428,72707,107995,21025,144524,417286,672536,93446,52990,66857,121572,290000,32223,17142,107620,42606,41591,86065,25243,144237,212687,105991,231472,108359,73971,37377,338029,395,102484,755976,31765,43775,64797,114377,212351,361688,77979,131820,74655,16986,65029,68639,86402,83006,105703,25974,44491,37776
"HMDB00133","guanosine",51357,27496,57843,129008,218082,348738,73977,92100,263719,53327,51097,65384,45777,72534,118569,392526,191091,268013,113115,240180,147446,169996,64488,38747,136468,118823,76937,NA,201817,34922,86036,176008,41929,286934,82609,18109,56996,161916,31444,33759,98372,141591,143851,182204,166955,43728,69905,101415,36768,6609,119929,81108,144740,56549,30005,129890,99173,74627,94430,104149,87237,155753,120394,166127,177605,213644,104465,126286,18890,77723
"HMDB02259","heptadecanoate",3189232,686884,813751,268225,2357078,100067,363431,1115134,487231,388850,230600,2798274,630361,1952933,177978,1206659,634029,336397,623153,496563,950277,153509,105895,378948,951347,319541,8629221,141732,1214537,912305,705896,746255,3037987,524260,253112,1585294,1052608,221892,603456,2504387,490536,2856354,1374691,1540541,563045,1233238,784988,1824642,1656781,2906082,516904,328388,701663,868483,571134,1346114,2252336,147989,144974,2543813,1556658,NA,168481,957532,127677,36732,744135,252171,1843374,289211
"HMDB00118","homovanillate",18371,21678,170566,66520,3443,64862,30671,600388,75694,2220240,185642,19539,58634,44608,15777,268056,14428,116158,12095,99925,39450,18368,88728,7734,139663,24734,3365623,248310,651571,527,34838,1092,197543,5170,515549,75681,2932,122291,116761,15011,478498,81375,90686,116151,17855,196089,6046,433848,125336,867490,16579,15526,9857,66424,51464,45079,99157,249598,11686,24046,71188,19458,74697,253360,248179,263026,178211,32564,86855,40891
"HMDB01928","hydrochlorothiazide",NA,NA,NA,NA,1426768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB00764","hydrocinnamate",243496,65399,356672,13499332,5249063,14238717,166406,15785,13940509,531143,132480,215022,2491506,1829724,107567,2813682,62818,302528,4476730,9092,3261376,368916,624974,2138357,3458667,189788,915809,37157,2066233,65976,219305,335566,146936,69266,197919,161388,1481612,834120,215022,19522950,49811,1526828,631661,2327453,1101789,92938,1326246,4086810,3790769,168264,202783,4074997,4502340,156415,2489515,6734600,4210984,2792290,10537466,3516372,1365321,139108,8364933,1309469,5896757,5258140,1345754,86688,2113571,236351
"HMDB00157","hypoxanthine",164749,66399,300113,23451,253438,252448,40310,211348,166611,103325,354397,730793,73561,139100,26080,826395,355389,249282,141403,324107,293987,69999,52564,103827,743015,73388,102069,888768,429913,570546,223015,119531,160563,1454617,36602,23175,289659,202968,62243,244900,171236,480710,905500,565083,353872,3613300,539095,21310,877699,1086,276417,482392,137626,180785,38645,284333,322373,433256,371899,231001,296176,15131,101138,238137,333395,272070,263092,33071,61720,265789
"HMDB02320","imidazolelactate",14280,11632,6177,4985,17252,16162,21380,325538,32459,341840,45618,31262,4165,10792,70375,35910,23958,328121,11976,26987,4903,36771,361407,12798,75443,35000,17706,158718,19248,16999,33195,13007,129232,113469,6945,16219,22091,10918,6601,104615,325154,52132,6162,24443,26921,47466,22824,75323,19708,127733,315476,59192,20588,NA,9184,41856,95068,1563,69955,76110,66019,11586,116361,7787,74650,25865,1197400,276386,2818,85054
"HMDB02302","indole-3-propionate",105891,11020,159097,145686,87573,28163,135783,41280,833220,178802,27890,258808,219024,232559,121887,55904,69535,135101,197347,165906,159329,109778,107019,54060,1517286,492794,135672,17998,140868,108763,134688,90242,165361,1277,98635,141689,166898,1501083,143769,291018,41809,119902,49348,218670,143572,34145,393800,198915,134942,29328,139414,163258,157027,66194,409141,179885,93909,326295,361657,317684,103125,292111,108765,257410,1015786,720093,185207,41253,18161,152675
"HMDB00682","indoxyl sulfate",NA,NA,NA,NA,NA,NA,11155002,274902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927262,NA,NA,538718,NA,NA,16698220,NA,565555,105132,NA,NA,NA,NA,NA,NA,NA,NA,NA,8435765,NA,NA,NA,NA,NA,NA,NA,NA,76053169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121880,NA,NA
"HMDB00195","inosine",145017,180792,345786,1370097,795971,399541,506642,101499,1345044,382833,247940,122135,353710,167648,1837339,282534,614371,1690969,1035446,318227,508615,520553,404614,115521,708944,207471,NA,37918,73571,168466,530219,1128293,97836,355367,208317,106411,267585,1750406,83102,9005,523638,1339696,299099,896985,173245,132763,450098,396414,NA,19099,178663,44455,527656,276943,32035,412528,121780,17710,1746579,343819,629360,1960051,254998,754158,1617736,2829382,248396,292042,26455,689826
"HMDB00190","lactate",531850,516305,567323,328836,400593,756683,312580,6654277,568858,22924971,409668,1420678,241720,519951,322445,951089,563472,496429,838899,2107343,618854,1148255,1374894,550089,842360,4540893,1204219,9771644,975326,589169,502896,1228294,346746,28297911,392369,327586,401293,421526,341554,419643,3017531,6341459,353543,952831,678218,15185090,425372,719792,5792275,3971984,360387,839409,479139,482741,315021,614369,638636,4807836,803606,612841,355660,692457,333677,515529,708123,801682,440300,6810465,490696,320664
"HMDB00186","lactose",12879068,1989534,1631843,6312053,2047007,10300283,2981844,4129267,1786222,1431274,2042859,1996906,1053024,1591663,10476492,2337933,2811951,16163220,2137685,4129671,561882,6174629,3344904,6798354,7092704,28471654,11980136,3904277,3795598,6377240,5562292,8842555,2276346,38454844,15654989,6288481,10349210,4984271,1988647,4887262,24530723,4031217,9477899,5996172,5372179,25852132,9829212,4122399,377461,27694596,3667570,1329763,7021784,6437262,1477065,2017875,506253,5465944,3932232,2650661,1158836,4306624,2178064,13683156,1550036,2231328,15380291,4010868,2549196,2242968
"HMDB00687","leucine",15767573,109005605,16133899,14580968,12871987,38126395,6940566,25058201,30082165,22664112,28178474,11240855,5312327,10188588,5670897,70319282,2686674,16998075,6373238,66902102,3457593,32177332,21664888,6937954,20003485,2713717,23591140,61853507,64703242,36507086,4544391,11580405,34176172,74705320,69215505,11101478,10014185,7796909,10514269,90953842,12293845,38278917,42381990,15579284,45019435,112201120,14488503,30948078,33075933,63524950,8709462,57232239,4138457,9281353,20552797,20300297,18225796,70392854,2899867,8268398,22651402,8836837,5828439,10862758,6958874,14947973,37139145,6234900,38692164,18619545
"HMDB12252","linoleoyl ethanolamide",13516664,419046,5274843,176690,44643,34067,NA,5242654,27429,29778,564282,59045,668687,13163,334762,239115,2281571,255459,350437,2422117,NA,86366,111549,NA,1320132,1233240,5958632,207517,245859,5702953,181676,214387,527106,695305,199901,121288,375255,197678,590685,1395828,1507244,35462,626019,430442,776473,2434418,2068018,555956,101206,96004,87437,618385,574427,1016766,449760,69860,154652,161076,9964,86196,6442723,29180,29201,214068,262732,2984281,140724,746268,89233,1134428
"HMDB00761","lithocholate",36817395,20184,28596026,31200011,25683885,15290417,24062907,641,22075205,14350260,7651795,27174949,5532666,15186494,15027389,16706972,132469285,25381352,37474234,NA,32374083,7809972,3016006,16354660,13697922,467,3791,945,38632988,47596680,25287167,18507298,21422565,NA,8041866,34216251,24721793,28062675,35457016,14599535,22146,10150250,64762499,29001286,34827622,NA,27401660,27677447,3330335,74462,19171778,47331003,14046357,6611813,39210670,17556421,40306690,694982,6531507,31090253,49857772,16699351,28560845,27744031,13943794,58636851,23993247,182983,41997301,14096547
"HMDB00156","malate",49200,566787,131427,101321,167619,443941,101374,803602,239160,46286,219429,39715,90700,92108,184060,672169,339954,166098,287241,323950,91108,85657,509289,181424,382661,174174,591293,403723,76578,149030,166339,139804,53263,2389546,26438,53615,76899,131386,103084,115714,66844,269132,33941,83488,223694,370783,197440,56060,1607326,166291,67132,40447,184276,242260,16378,124924,24709,163352,259316,156465,73376,177349,142232,277634,427354,381959,95672,1160710,85682,98219
"HMDB00691","malonate",8344,227518,21625,8635,22870,28313,17533,298368,35305,76074,36025,2566,38816,18897,102610,45638,36586,23155,80132,368233,44779,39442,367228,23618,84543,478945,364439,53337,1997,19239,80152,95715,8788,138792,6638,10285,15587,52812,26510,46813,55109,9453,2324,24191,38962,136435,23215,16971,145456,39344,14313,5488,29904,320476,4755,34091,9327,12422,50124,14879,41546,397703,12440,404917,43861,413606,11347,520660,26829,48333
"HMDB00696","methionine",741411,177835,937618,481210,807061,2022618,231040,901890,762559,747933,261766,452698,99613,289385,114165,5241932,152821,308408,257710,2290945,175079,938465,452972,269425,889217,111083,1709979,1630802,3492120,2621447,182271,347183,1431217,4133789,1695061,265840,546493,292898,411912,4132025,355339,1804536,1353822,542416,1426962,5402008,323112,1190721,3238232,2484148,339000,2987867,139112,80455,566588,1077961,722120,3653048,204537,374868,1264716,294738,249258,396431,345269,683971,1539136,278978,199825,635660
"HMDB00206","N6-acetyllysine",8668027,9409821,16319576,12450410,13847802,20464177,14029555,5727663,12035005,25498885,14273321,6443038,4600090,8229355,6225253,14772561,13228452,16043272,28669448,7945155,5952600,12704296,5936919,14507748,13619897,4047239,8175270,18083535,20098416,23489178,7235397,11177712,13491110,27249428,20200062,7654136,6918270,11633790,6136031,62637296,4587048,12136469,17180618,9684982,12342491,29499814,6480503,12119570,12715318,10214416,11538793,22944969,4005779,3046632,14120415,13200502,10308954,69979818,10706086,6189423,15424149,13550005,8253588,9895287,15777006,27302381,12627917,7048715,NA,13080640
"HMDB01138","N-acetylglutamate",256465,354209,802227,204295,549892,584476,402822,2165408,484370,117882,261295,271396,220767,432475,304383,1202673,303945,206242,629179,1180796,768945,146172,1077592,327298,1179383,334269,342380,525082,402660,1862957,526882,472522,322538,155772,354726,364302,398610,389552,105262,658170,830098,398358,117717,350102,752170,194476,142837,926272,1519881,357967,211482,391826,270693,413120,95721,1171016,1700394,1930449,601591,653376,201356,311377,325550,438742,732081,271684,656598,485260,55433,431401
"HMDB01488","nicotinate",509636,172757,443956,355933,187234,482402,444097,222066,1285174,255411,104224,590453,139935,252452,251886,650570,335553,1038960,1005674,135703,243467,140831,132357,205922,2472155,178811,312038,116812,947306,628336,989141,897156,402966,28611,170941,374616,1001835,1181702,167620,606637,188956,139687,218934,687788,831210,58385,1039724,572877,261832,33382,290674,1061307,351298,177165,104917,1070970,756963,2271003,930681,1113528,532466,305012,516330,979711,1152375,2826009,1108933,387952,20622,259153
"HMDB00216","norepinephrine",177839,20137,51076,115370,49077,113710,67079,7644,37589,NA,48298,34660,75489,41949,14814,44534,9094,122531,10139,1243,31322,52251,12174,97360,44459,15289,53909,848,74037,37403,57535,14456,37378,414,47590,41374,69644,23820,59377,80589,2894,60157,41653,71273,62959,269,18871,31926,12917,1576,25947,190891,61538,13085,31272,96078,32009,271093,57727,52972,8174,43317,102719,31552,78284,51654,50725,11352,15325,43275
"HMDB00226","orotate",47201,23417,119869,35475,84784,6040,35188,15878,68328,264802,24772,35734,24013,192554,22705,416842,61387,34637,104842,108100,77174,16556,13100,109183,139346,68994,352476,19330,175970,302784,106843,106796,236168,222093,6539,191490,97664,65874,59823,178248,60876,58475,18495,119948,436399,982056,63358,57690,424794,466041,87399,43339,37280,21728,40070,202174,310597,329619,315185,182974,43191,67167,18864,86418,84056,95537,79558,204868,40665,14582
"HMDB02329","oxalate",7799192,14305943,7231020,3899945,12473567,121992968,15628010,186288122,170475054,8445442,29444596,4329796,5231800,3348792,3247680,5559326,7870963,4247881,8607632,25600700,20736973,7369674,36800357,24631723,3124141,83510200,418034846,71045973,5056349,1398652,18686915,7581837,5000290,62068571,1276848,3943188,2250866,16180293,5550795,10243539,3232408,2458592,1740172,16144478,23777087,72188376,36121146,5326078,107592128,20726840,5973961,11608662,16457537,14738802,1971584,34710162,2344522,24022006,16715078,4733200,10308549,10097587,14847557,5655821,7785519,15893349,7395052,51902826,5604512,5147945
"HMDB00210","pantothenate",3542216,9119738,3835104,2865988,2419273,8037537,3764408,7674714,8046455,2785463,1632605,2948411,789899,2457368,4757580,8978544,2663596,4196874,3918337,1292633,4197636,2051148,3652914,1630469,12490491,20892540,14534668,2332575,4941664,2864593,6100751,8925450,14144345,863043,1640682,1950049,4701023,2605628,1608659,3482758,1373614,4085792,1280267,6813455,6960474,663808,9892902,1859408,937485,951287,1663874,8743736,3610626,1300435,925931,10275159,8263441,13950390,6443626,10195864,3809270,5880753,4993749,5043985,12683402,9719360,8846154,1707972,417974,2459335
"HMDB00124","pentose monophosphate",NA,104136,713637,NA,1188455,NA,138104,NA,NA,NA,660364,NA,67052,2432825,NA,124002,3116646,NA,3313095,NA,7728253,NA,NA,1851795,NA,NA,737514,NA,176707,NA,464127,1419284,43240,NA,NA,NA,NA,NA,NA,NA,NA,947073,NA,162095,586170,NA,437560,NA,NA,NA,1329236,53673,255634,NA,NA,586711,440025,NA,9924215,1993402,NA,NA,285222,1428348,NA,2278959,NA,NA,2713306,NA
"HMDB00209","phenylacetate",767266,161351,176924,221165,890683,171586,860372,48121,495025,111444,90496,203731,277471,613009,67828,298933,647858,301195,1354517,15026,741598,462571,65298,288341,145257,61926,358799,14513,369036,327874,328027,483888,196140,10621,166071,415467,485367,620543,858912,628490,67182,90394,327961,459877,780325,43065,1297157,728873,99990,18010,337388,539799,128944,64891,583835,344549,647805,45532,129923,227513,331946,259194,473567,1028309,413473,576833,826609,47453,473317,405944
"HMDB06344","phenylacetylglutamine",NA,612182,3354,134880,1214,38175,584808,883969,48978,NA,17533,1918,5873,409797,12029,14396,NA,244,12403,508240,383,13304,155921,1627,38873,64017,50337,232517,1455213,190790,6226,1976,131693,79451,57496,14807,3377,1345,1153,4152,104026,281302,6202,NA,14005,88555,NA,2375,13137,185227,893950,29842,317,4220,17305,1904,6470,18781,NA,417,3315,25864,4714,19636,3590,415872,1063,17005,NA,NA
"HMDB00779","phenylalanine",3261516,55136687,2652039,2288923,2676476,8927359,1391843,16985144,4869769,6824618,12254539,1708181,822615,1467687,825939,15754976,714724,3846051,2023440,20677443,763171,4089652,9609934,1441338,6192361,1305846,5728945,11443403,12340479,9740612,838851,3450374,5808353,22687409,20180589,1661421,1757898,2374038,1837852,18785902,5942515,7367787,8059197,3548453,8104674,38261940,6282808,4158383,8969212,31364547,1286752,13044184,1834755,5327747,2574822,3299433,3351849,12252739,724940,1406276,4537174,1576995,1097042,2764167,1523977,2812638,6982581,2878207,21667385,2775513
"HMDB00162","proline",315963,110015,970752,545902,698484,754842,385134,3507102,1359655,145010,154029,299565,195236,396996,350574,3313188,114279,1105940,382324,340576,489702,582337,132827,325590,386310,154137,926230,4140736,3535728,848482,267114,681399,1459823,8485019,645622,415777,360326,397685,324072,1942635,142693,1629371,663007,327720,600213,4348815,482383,568940,433984,9945750,191483,2718020,248427,144029,329560,793113,937303,6487260,296277,402430,649891,298997,344204,265008,402030,531925,1094619,224187,84906,387450
"HMDB00237","propionate",751875,423250,842416,1449679,910790,2310036,908996,675325,2144334,368604,492990,613998,549119,610281,1266234,455969,621235,1248856,698793,405388,468113,650522,309978,409712,1692824,255299,684272,315295,1148296,626218,729459,772354,367580,68519,579639,372860,619566,2105801,658220,860819,579464,170126,654221,1257633,802645,39116,1376051,2003450,274445,57338,319767,1157758,2116552,362111,786647,780286,667682,1259445,503350,1071373,1124308,840135,765284,1493260,1207431,3606081,1059514,376474,251232,767285
"HMDB00767","pseudouridine",71913,26225,262861,120768,210139,135846,298198,119096,175627,358802,97597,146068,179827,113669,50504,576080,238089,142002,98638,3535865,3392,128033,528399,131064,49064,393833,121230,252937,703439,122708,71101,141214,185429,1254127,82820,27637,61840,72799,102400,111417,32259,574802,229807,104578,251022,1182682,97506,151768,427509,50501,1602074,283027,46754,57632,111205,277493,242903,815276,82689,114479,192850,153867,124484,54142,217169,89603,139285,2917645,18353,99105
"HMDB00957","pyrocatechol",377484,523591,251800,596696,163541,556157,410085,605625,577162,399167,2353030,313080,222545,242607,1289080,87907,436998,1143723,243484,110512,430641,361929,894855,347619,922183,967984,357165,21922,381122,253726,553801,102773,64593,12784,333187,160737,347244,911621,406215,76704,156506,103151,763700,1041962,426499,15280,355849,577495,68518,24230,368909,278441,1100271,1523863,288862,730586,338698,857050,1289502,327570,397261,172210,402673,286973,819577,1790544,173353,1619756,215290,691934
"HMDB00244","riboflavin",191980,58158,124552,177501,38008,598822,199182,59944,315484,93542,93018,91005,67734,69999,265323,171135,40247,190667,5537,8978,22823,164891,1702637,111424,108686,26014,225100,23921,380350,109430,74772,128316,166439,4520,247220,52738,125002,91796,101367,611455,13013,149565,147747,165403,271424,NA,108421,135076,20945,NA,69237,409112,77485,52821,84327,192174,229209,382092,20642,232434,103915,208219,164535,165560,214657,200576,274907,60122,1727,190932
"HMDB00884","ribothymidine",55615,6216,180666,87186,221407,71912,109747,340911,175224,211413,100198,97409,115812,104272,33229,329981,197638,89470,143444,952398,160727,119523,159092,84654,19679,113382,565042,130052,180467,43943,50111,87669,50790,203888,107471,11786,28395,21365,9928,112405,234595,85480,141218,101341,205762,681709,27523,73032,86557,299885,117787,149136,64888,42689,56192,156382,162214,535510,28236,140463,98415,94152,74951,93592,95754,116248,121749,489054,55532,141959
"HMDB29723","saccharin",15182,17197,16320805,58680,2146802,238032,20278,4164,90578,332846,499848,527411,52303,23124,52611,26424,74254,79026,514643,20402,8756,99773,106981,68167,14623474,31355,35385,2847013,5160,23054,257319,19784,9396,8543714,20900,2570,99446,205035,1157,322331,54250,8072,17212,1442888,4881473,87281,688315,11349,12984,10378,35081,287858,295896,6284,17404,11064,379,38332,413788,219079,7350,43466,18870,6856,52082,306941,834,5530,26348,717993
"HMDB01895","salicylate",28771,209592,596514,280079,750864,540395,22564,256493,154919,176552,800747,34404,42080,236483,727440,37288,80883,306677,310881,28878,56272,232808,146035,84949,89507,81919,54730,34773,29942,28370,93374,48727,9041,37457,508090,40427,48127,116274,12972,4367,41823,129112,194431,108580,42296,20149,103596,118785,81210,34954,25992,53844,186737,541118,32507,62001,45301,203275,862421,70460,48108,181296,24030,76863,82324,1247381,13284,470057,52302,124779
"HMDB00792","sebacate",231432,74035,1019570,110522,899742,974284,348793,106065,754272,53900,244726,562376,137810,1347783,264402,552776,437581,75924,126225,27623,1954974,233382,56864,783572,487281,56148,424422,156049,221192,57354,102833,79867,146864,24903,196459,252293,177203,602108,339931,41462,91993,313527,101456,293885,457120,31834,522372,873064,82060,10872,184764,753210,552095,533205,293863,1291338,2495268,1599626,852970,513539,153440,141959,452392,200193,534663,826583,195264,62628,61684,187014
"HMDB00187","serine",143254,45980,119731,159308,91415,428295,63317,414366,508378,201217,19487,187955,41704,145319,52851,1147292,18172,206238,35751,383442,28206,114192,282000,45798,613784,47613,497916,271107,783103,710763,70398,63575,359363,368500,216397,184765,255009,127293,65382,1927507,39136,399150,279821,163959,445251,2171569,48446,112223,1407483,44967,84835,926266,67722,17622,203060,153433,190162,456410,54630,93069,274890,66201,68860,52010,84425,334798,346655,104489,11514,163168
